dataset,platform,split,label,text,context,text_clean,context_clean,n_chars,n_words,n_sentences,avg_word_len,n_exclam,n_question,n_ellipsis,n_repeat_punct,n_allcaps_words,allcaps_ratio,n_emoji,n_elongation,n_scare_quotes,n_urls,n_mentions,n_hashtags,n_interjections,starts_with_interjection,context_n_words,has_context,en_score,is_english,lang_method
tweeteval_irony,twitter,train,1,.@CelticOwlWisdom Alert the media! Some guy on twitter has un-cited proof that evolution is wrong! Let's get his Nobel prize ready!,,. <USER> Alert the media! Some guy on twitter has un-cited proof that evolution is wrong! Let's get his Nobel prize ready!,,123,22,4,4.2727272727272725,3,0,0,0,1,0.045454545454545456,0,0,0,0,0,0,0,False,0,False,0.9681818181818183,True,heuristic-high
tweeteval_irony,twitter,train,0,Shameless' accounting firms make vast sums advising rich on how to rip off taxpayers - accounting chief|http://t.co/9BSDuJAKXb <,,Shameless' accounting firms make vast sums advising rich on how to rip off taxpayers - accounting chief| <URL> <,,113,17,1,5.235294117647059,0,0,0,0,1,0.058823529411764705,0,0,0,0,0,0,0,False,0,False,0.8558823529411765,True,heuristic-high
tweeteval_irony,twitter,train,1,🙀😱🙀😱🙀😱 #POPCORN!!!!!! 😂🎅😂🎅😂🔫🔫 bringing this at movie tuesday night!!,,🙀😱🙀😱🙀😱 POPCORN !!!!!! 😂🎅😂🎅😂🔫🔫 bringing this at movie tuesday night!!,,69,7,2,5.428571428571429,8,0,0,2,1,0.14285714285714285,13,0,0,0,0,0,0,False,0,False,0.8999999999999999,True,heuristic-high
tweeteval_irony,twitter,train,0,Main issue with the walking dead- you forget to breathe when you're watching. So bloody good #WalkingDead,,Main issue with the walking dead- you forget to breathe when you're watching. So bloody good WalkingDead,,106,17,1,5.0588235294117645,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,Need to get back in to college..  #feeling #this,,Need to get back in to college.. feeling this,,50,9,1,3.888888888888889,0,0,1,1,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,No. Its actually not Friday. Today we proudly present ☆ Sunday~!☆ So... GO ENJOY YOUR SUNDAY.,,No. Its actually not Friday. Today we proudly present ☆ Sunday~!☆ So... GO ENJOY YOUR SUNDAY.,,93,15,5,4.533333333333333,1,0,1,1,4,0.26666666666666666,2,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,Thank god she doesn't get me to do this anymore!!! ellielippitt #barber  #hairdresser #blondie...,,Thank god she doesn't get me to do this anymore!!! ellielippitt barber hairdresser blondie ...,,100,14,2,5.285714285714286,3,0,1,2,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,@user lol how and what is a cthulhu ?? Funny autocorrect so helpful,,<USER> lol how and what is a cthulhu ?? Funny autocorrect so helpful,,70,12,1,4.333333333333333,0,2,0,1,1,0.08333333333333333,0,0,0,0,0,0,1,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,I refuse to be weak... #workout #motivation #fitfam,,I refuse to be weak... workout motivation fitfam,,54,8,1,4.75,0,0,1,1,0,0.0,0,0,0,0,0,0,0,False,0,False,0.978125,True,heuristic-high
tweeteval_irony,twitter,train,1,Why YES! Of course I use  a lot in my day....because violence is illegal.,,Why YES! Of course I use a lot in my day....because violence is illegal.,,73,15,3,3.533333333333333,1,0,1,1,1,0.06666666666666667,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,@user @user @user no duh. ? Is will owners fire Goodell for it? My guess he gets a raise  #GoodellMustGo,,<USER> <USER> <USER> no duh. ? Is will owners fire Goodell for it? My guess he gets a raise GoodellMustGo,,114,19,3,4.052631578947368,0,2,0,0,3,0.15789473684210525,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,I hate plane rides but I wanna go to so many different countries,,I hate plane rides but I wanna go to so many different countries,,64,13,1,4.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,Stop being the fan. And be the person blowing minds.,,Stop being the fan. And be the person blowing minds.,,52,10,2,4.1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,Ok watching how hurt parents are when their kids decide to elope definitely makes me change my mind about it. Small cozy wedding it is,,Ok watching how hurt parents are when their kids decide to elope definitely makes me change my mind about it. Small cozy wedding it is,,134,25,1,4.36,0,0,0,0,0,0.0,0,0,0,0,0,0,2,True,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,I liked a @user video NEW Chocolate Bar Palette Review | Semi Sweet vs. Original,,I liked a <USER> video NEW Chocolate Bar Palette Review | Semi Sweet vs. Original,,83,14,1,4.5,0,0,0,0,2,0.14285714285714285,0,0,0,0,0,0,0,False,0,False,0.8375,True,heuristic-high
tweeteval_irony,twitter,train,1,"@user Advertising an online special with an expiry countdown, yet you cant order anything or check your postcodes validity.",,"<USER> Advertising an online special with an expiry countdown, yet you cant order anything or check your postcodes validity.",,126,19,1,5.368421052631579,0,0,0,0,1,0.05263157894736842,0,0,0,0,0,0,0,False,0,False,0.9263157894736842,True,heuristic-high
tweeteval_irony,twitter,train,1,Love that I still have kids that still wake up early on Christmas  #justkiddingIlovethem,,Love that I still have kids that still wake up early on Christmas justkiddingIlovethem,,89,14,1,5.214285714285714,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,That moment when you have so much stuff to do but you open @user ... #productivity  #tumblr,,That moment when you have so much stuff to do but you open <USER> ... productivity tumblr,,96,16,1,4.25,0,0,1,1,1,0.0625,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,Oh god I just so happens that i love really LOVE slow internet #slowinternet,,Oh god I just so happens that i love really LOVE slow internet slowinternet,,77,14,1,4.428571428571429,0,0,0,0,1,0.07142857142857142,0,0,0,0,0,0,1,True,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,Simply having a wonderful christmas time :D,,Simply having a wonderful christmas time :D,,43,7,1,5.142857142857143,0,0,0,0,0,0.0,0,0,0,0,0,0,1,False,0,False,0.8999999999999999,True,heuristic-high
tweeteval_irony,twitter,train,1,isnt it the best when youre really tired then when you finally get in bed youre wide awake? I LOVE IT,,isnt it the best when youre really tired then when you finally get in bed youre wide awake? I LOVE IT,,101,21,1,3.8095238095238093,0,1,0,0,2,0.09523809523809523,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,Breaking up with your girl so you don't have to buy her any presents ||#lowbudget #smartmove  #a #good #idea #butscheming doe,,Breaking up with your girl so you don't have to buy her any presents || lowbudget smartmove a good idea butscheming doe,,131,21,1,4.571428571428571,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,Glad there's not a typhoon where we go on holiday in 4 weeks.  #fml,,Glad there's not a typhoon where we go on holiday in 4 weeks. fml,,68,13,1,3.8461538461538463,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,#LOL with all due #Respect to #KobeBryant .. he is  #MJ ^_^ but damn near #Close !! #Legends,,LOL with all due Respect to KobeBryant .. he is MJ _ but damn near Close !! Legends,,96,15,2,4.066666666666666,2,0,1,2,2,0.13333333333333333,0,0,0,0,0,0,1,True,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,"@user @user you don't know a damned thing about baseball, do you?",,"<USER> <USER> you don't know a damned thing about baseball, do you?",,71,12,1,4.166666666666667,0,1,0,0,2,0.16666666666666666,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,"Rogers, that smile just so accurately captures my reaction when I receive an extra high phone bill!",,"Rogers, that smile just so accurately captures my reaction when I receive an extra high phone bill!",,99,17,1,4.764705882352941,1,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,All I can say is I'm lucky.,,All I can say is I'm lucky.,,27,7,1,2.857142857142857,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,"#notcies #eu Liverpool workers ""miscarriage of justice"" victims",,"notcies eu Liverpool workers ""miscarriage of justice"" victims",,65,8,1,6.5,0,0,0,0,0,0.0,0,0,1,0,0,0,0,False,0,False,0.759375,True,heuristic-high
tweeteval_irony,twitter,train,1,"@user yesss! What makes it worse is when they look gorgeous and say ""I just got my face beat!"" Wtf?  #Contradiction",,"<USER> yesss! What makes it worse is when they look gorgeous and say ""I just got my face beat!"" Wtf? Contradiction",,119,21,3,4.142857142857143,2,1,0,0,1,0.047619047619047616,0,1,1,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,Xmas on the blog feat @user and @user * Read our story and share the LOVE ❤️ Click the link...,,Xmas on the blog feat <USER> and <USER> * Read our story and share the LOVE ❤️ Click the link...,,100,18,1,3.7222222222222223,0,0,1,1,3,0.16666666666666666,2,0,0,0,0,0,0,False,0,False,0.9902777777777778,True,heuristic-high
tweeteval_irony,twitter,train,1,"Watching the move 'Begin Again' and the verisimilitude is overpowering, it's like I'm back in the 90s music business again.",,"Watching the move 'Begin Again' and the verisimilitude is overpowering, it's like I'm back in the 90s music business again.",,123,20,1,5.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,This is not the moon. Pictures like the moon is made of light bulbs.  #the #moon :),,This is not the moon. Pictures like the moon is made of light bulbs. the moon :),,85,16,2,3.75,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,I got ready and then got to school and parked in less than 12 minutes! #miracle,,I got ready and then got to school and parked in less than 12 minutes! miracle,,80,15,1,4.0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,"@user yeah. So as you can see, I have great success with the ladies! And I'm totally excited for having sex some more!",,"<USER> yeah. So as you can see, I have great success with the ladies! And I'm totally excited for having sex some more!",,121,23,3,3.9565217391304346,2,0,0,0,1,0.043478260869565216,0,0,0,0,0,0,3,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,I don't like clowns but I'm going to be one.,,I don't like clowns but I'm going to be one.,,44,10,1,3.4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,MLS Transactions 2015 #MLS making waves again   2 b fair it will take more than 2 players to fix this,,MLS Transactions 2015 MLS making waves again 2 b fair it will take more than 2 players to fix this,,102,17,1,4.294117647058823,0,0,0,0,2,0.11764705882352941,0,0,0,0,0,0,0,False,0,False,0.9588235294117647,True,heuristic-high
tweeteval_irony,twitter,train,0,@user I'll be a bit sweaty by the time I get to you!,,<USER> I'll be a bit sweaty by the time I get to you!,,55,13,1,2.923076923076923,1,0,0,0,1,0.07692307692307693,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,a bad game last night. Way to go Packers!,,a bad game last night. Way to go Packers!,,41,9,2,3.4444444444444446,1,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,I hope I could recover from fever today. I need to start with strama..,,I hope I could recover from fever today. I need to start with strama..,,70,14,2,3.857142857142857,0,0,1,1,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,"somebody wake me up early tomorrow ive been facing weird aches in my back since early december .,. and why do u think that relates madaka",,"somebody wake me up early tomorrow ive been facing weird aches in my back since early december .,. and why do u think that relates madaka",,137,25,2,4.36,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,The Champions League is overrated anyway!,,The Champions League is overrated anyway!,,41,6,1,5.833333333333333,1,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.9416666666666667,True,heuristic-high
tweeteval_irony,twitter,train,0,Porygon2 are  found in the www.monstermmorpg. com wild. #firemen follow @user #paint,,Porygon2 are found in the <URL> com wild. firemen follow <USER> paint,,78,12,1,4.333333333333333,0,0,0,0,2,0.16666666666666666,0,0,0,0,0,0,0,False,0,False,0.86875,True,heuristic-high
tweeteval_irony,twitter,train,0,@user are you looking at the wrong profile picture?,,<USER> are you looking at the wrong profile picture?,,54,9,1,4.555555555555555,0,1,0,0,1,0.1111111111111111,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,@user One day I want to travel with my bestfriend 🌏✈️ DONE DID TRAVELED DA WORLD!! @user ❤️,,<USER> One day I want to travel with my bestfriend 🌏✈️ DONE DID TRAVELED DA WORLD!! <USER> ❤️,,97,16,1,4.0625,2,0,0,1,7,0.4375,5,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,@user u simply cant win with @user if it is twitter fight!!! :-P,,<USER> u simply cant win with <USER> if it is twitter fight!!! :-P,,70,13,1,3.4615384615384617,3,0,0,1,2,0.15384615384615385,0,0,0,0,0,0,0,False,0,False,0.9192307692307693,True,heuristic-high
tweeteval_irony,twitter,train,1,Fully charged my #Anker portable charger...it lasted 1/2 an hour.  Awesome #Fail,,Fully charged my Anker portable charger...it lasted 1/2 an hour. Awesome Fail,,82,12,2,4.916666666666667,0,0,1,1,0,0.0,0,0,0,0,0,0,0,False,0,False,0.86875,True,heuristic-high
tweeteval_irony,twitter,train,0,#Italy -- #Cabinet #approves #first #planks of #Renzi's #labour #reform. via @user,,Italy -- Cabinet approves first planks of Renzi 's labour reform . via <USER>,,93,12,1,4.916666666666667,0,0,0,0,1,0.08333333333333333,0,0,0,0,0,0,0,False,0,False,0.7958333333333334,True,heuristic-high
tweeteval_irony,twitter,train,0,ruling party in power#central#state#misusing their power#PM speaking only in foreign parliment#pm to visit out side india during session,,ruling party in power central state misusing their power PM speaking only in foreign parliment pm to visit out side india during session,,141,23,1,4.956521739130435,0,0,0,0,1,0.043478260869565216,0,0,0,0,0,0,0,False,0,False,0.8782608695652174,True,heuristic-high
tweeteval_irony,twitter,train,1,Gareth's polar opposite is a chicken-loving vegetarian 😂🐣  #Bones @user,,Gareth's polar opposite is a chicken-loving vegetarian 😂🐣 Bones <USER>,,75,10,1,5.6,0,0,0,0,1,0.1,2,0,0,0,0,0,0,False,0,False,0.825,True,heuristic-high
tweeteval_irony,twitter,train,1,Watching creepy shit before bed when alone = bad idea. Is there a spell to turn a French bulldog into a big ass bulldog? #bewareofdog,,Watching creepy shit before bed when alone = bad idea. Is there a spell to turn a French bulldog into a big ass bulldog? bewareofdog,,134,24,2,4.375,0,1,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.9416666666666667,True,heuristic-high
tweeteval_irony,twitter,train,0,i do occupy rent free space in his cranial cavity LOL @user,,i do occupy rent free space in his cranial cavity LOL <USER>,,62,12,1,3.9166666666666665,0,0,0,0,2,0.16666666666666666,0,0,0,0,0,0,1,False,0,False,0.9416666666666667,True,heuristic-high
tweeteval_irony,twitter,train,0,Had to take a #PatioPics - snow falling still. This was totally clear when I went to sleep. #WCCO,,Had to take a PatioPics - snow falling still. This was totally clear when I went to sleep. WCCO,,99,18,2,4.111111111111111,0,0,0,0,1,0.05555555555555555,0,0,0,0,0,0,1,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,"August has the most birthdays, February has the least and most of the serial killers are born in November!||-so dont mess up with me|#nov26",,"August has the most birthdays, February has the least and most of the serial killers are born in November!||-so dont mess up with me| nov26",,140,26,1,4.115384615384615,1,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,Lol RT @user Wouldn't surprise me if Soldado bangs in a hatrick and we win 0-3 against Chelsea tonight .. The legend is back,,Lol RT <USER> Wouldn't surprise me if Soldado bangs in a hatrick and we win 0-3 against Chelsea tonight .. The legend is back,,127,22,1,4.318181818181818,0,0,1,1,2,0.09090909090909091,0,0,0,0,0,0,1,True,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,My husband thinks I'm crazy because I taped my tape dispenser. Hehe. I'm handy like that. ....,,My husband thinks I'm crazy because I taped my tape dispenser. Hehe. I'm handy like that. ....,,94,16,4,4.4375,0,0,1,1,0,0.0,0,0,0,0,0,0,0,False,0,False,0.978125,True,heuristic-high
tweeteval_irony,twitter,train,1,My secret name is lizard squad. I like to ruin people's fun time. Follow and rt to a billion and you'll have fun. #psn  #giveitup,,My secret name is lizard squad. I like to ruin people's fun time. Follow and rt to a billion and you'll have fun. psn giveitup,,131,25,3,3.96,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,"Tomorrow's afternoon #NFL sked in #PanamaCity area: WECP 12p #KCvsPIT, 3:25p #INDvsDAL; WPGX 12p #ATLvsNO.",,"Tomorrow's afternoon NFL sked in PanamaCity area: WECP 12p KCvsPIT , 3:25p INDvsDAL ; WPGX 12p ATLvsNO .",,111,15,1,5.0,0,0,0,0,3,0.2,0,0,0,0,0,0,0,False,0,False,0.7083333333333334,True,langdetect
tweeteval_irony,twitter,train,0,@user @user I sure hope ev1 vaccinations are up to date! #GoBolts @user @user @user,,<USER> <USER> I sure hope ev1 vaccinations are up to date! GoBolts <USER> <USER> <USER>,,99,15,1,4.066666666666666,1,0,0,0,5,0.3333333333333333,0,0,0,0,0,0,1,False,0,False,0.8833333333333333,True,heuristic-high
tweeteval_irony,twitter,train,0,Pulis turned down #NUFC cos he wants to spend a load of money on 30 year old journeymen. Parish wouldn't let him & neither would MA. #cpfc,,Pulis turned down NUFC cos he wants to spend a load of money on 30 year old journeymen. Parish wouldn't let him & neither would MA. cpfc,,140,25,2,4.2,0,0,0,0,2,0.08,0,0,0,0,0,0,0,False,0,False,0.9299999999999999,True,heuristic-high
tweeteval_irony,twitter,train,1,Sending best wishes to all my coworkers at the 9AM this morning,,Sending best wishes to all my coworkers at the 9AM this morning,,63,12,1,4.25,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,@user try having no internet for a month. Now I know how Ethiopians feel.,,<USER> try having no internet for a month. Now I know how Ethiopians feel.,,76,14,2,4.071428571428571,0,0,0,0,1,0.07142857142857142,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,"so, sane peoples would talk to themselves in twitter because they can't find other sane humans to talk to. that  #retweet#ifagree",,"so, sane peoples would talk to themselves in twitter because they can't find other sane humans to talk to. that retweet ifagree",,131,22,1,4.7272727272727275,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,Thanks @user for connecting. Always look forward to exchange thoughts n ideas with #entrepreneur working on #green n #sustainability,,Thanks <USER> for connecting. Always look forward to exchange thoughts n ideas with entrepreneur working on green n sustainability,,138,19,1,5.7368421052631575,0,0,0,0,1,0.05263157894736842,0,0,0,0,0,0,0,False,0,False,0.9263157894736842,True,heuristic-high
tweeteval_irony,twitter,train,0,Seems as if @user wants to endorse me on LinkedIn for  - any thoughts on this from the #OMCchat crowd?,,Seems as if <USER> wants to endorse me on LinkedIn for - any thoughts on this from the OMCchat crowd?,,106,19,1,4.105263157894737,0,1,0,0,1,0.05263157894736842,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,Love being made fun of,,Love being made fun of,,22,5,1,3.6,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.9299999999999999,True,heuristic-high
tweeteval_irony,twitter,train,1,@user @user @user Oh wow your talking Skype! Cool!,,<USER> <USER> <USER> Oh wow your talking Skype! Cool!,,59,9,2,4.111111111111111,2,0,0,0,3,0.3333333333333333,0,0,0,0,0,0,2,False,0,False,0.7472222222222222,True,heuristic-high
tweeteval_irony,twitter,train,1,"he was half of what she deserved, yet he was all that she ever wanted ,,,,",,"he was half of what she deserved, yet he was all that she ever wanted ,,,,",,74,15,1,3.6,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,#Christmas  #been #the #best @ West Monkseaton,,Christmas been the best @ West Monkseaton,,50,6,1,5.666666666666667,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.9416666666666667,True,heuristic-high
tweeteval_irony,twitter,train,1,Parking meter obviously forgot to get its own parking ticket.,,Parking meter obviously forgot to get its own parking ticket.,,61,10,1,5.1,0,0,0,0,0,0.0,0,0,0,0,0,0,1,False,0,False,0.9125,True,heuristic-high
tweeteval_irony,twitter,train,1,About to fuck up this Media exam  #actuallyihopeso,,About to fuck up this Media exam actuallyihopeso,,51,8,1,5.125,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,well today is gonna be a great day 👌,,well today is gonna be a great day 👌,,36,8,1,3.375,0,0,0,0,0,0.0,1,0,0,0,0,0,2,True,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,Heaven help the fool who did her wrong,,Heaven help the fool who did her wrong,,38,8,1,3.875,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,"Just bartered for a bottle of rum in best one, and got it down from £18 to £14. Happy Fucking New Year to me!!",,"Just bartered for a bottle of rum in best one, and got it down from £18 to £14. Happy Fucking New Year to me!!",,110,22,2,3.5,2,0,0,1,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,find ONE local PD that reported an 80% drop @user @user @user @user @user @user,,find ONE local PD that reported an 80% drop <USER> <USER> <USER> <USER> <USER> <USER>,,97,14,1,4.0,0,0,0,0,8,0.5714285714285714,0,0,0,0,0,0,0,False,0,False,0.8375,True,heuristic-high
