dataset,platform,split,label,text,context,text_clean,context_clean,n_chars,n_words,n_sentences,avg_word_len,n_exclam,n_question,n_ellipsis,n_repeat_punct,n_allcaps_words,allcaps_ratio,n_emoji,n_elongation,n_scare_quotes,n_urls,n_mentions,n_hashtags,n_interjections,starts_with_interjection,context_n_words,has_context,en_score,is_english,lang_method
news_headlines,news,train,0,uber ceo travis kalanick stepping down from trump economic advisory council,,uber ceo travis kalanick stepping down from trump economic advisory council,,75,11,1,5.909090909090909,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.7295454545454546,True,heuristic-high
news_headlines,news,train,1,area boy enters jumping-and-touching-tops-of-doorways phase,,area boy enters jumping-and-touching-tops-of-doorways phase,,59,10,1,5.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.825,True,heuristic-high
news_headlines,news,train,1,area man does most of his traveling by gurney,,area man does most of his traveling by gurney,,45,9,1,4.111111111111111,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
news_headlines,news,train,0,leave no person with disabilities behind,,leave no person with disabilities behind,,40,6,1,5.833333333333333,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.9416666666666667,True,heuristic-high
news_headlines,news,train,0,lin-manuel miranda would like to remind you to put your phone away,,lin-manuel miranda would like to remind you to put your phone away,,66,13,1,4.153846153846154,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
news_headlines,news,train,0,60 journalists killed in 2014 as targeting of international press rises,,60 journalists killed in 2014 as targeting of international press rises,,71,9,1,6.111111111111111,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.9416666666666667,True,heuristic-high
news_headlines,news,train,1,guard in video game under strict orders to repeatedly pace same stretch of hallway,,guard in video game under strict orders to repeatedly pace same stretch of hallway,,82,14,1,4.928571428571429,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.8375,True,heuristic-high
news_headlines,news,train,0,how to live to be 110,,how to live to be 110,,21,5,1,2.6,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
news_headlines,news,train,0,cat so scared in shelter won't even look at you,,cat so scared in shelter won't even look at you,,47,10,1,3.8,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
news_headlines,news,train,0,bill clinton shoots down republicans: 'i strongly supported' obamacare,,bill clinton shoots down republicans: 'i strongly supported' obamacare,,70,9,1,6.777777777777778,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.65,True,langdetect
news_headlines,news,train,1,secret service agent not so secret about being david alan grier fan,,secret service agent not so secret about being david alan grier fan,,67,12,1,4.666666666666667,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.86875,True,heuristic-high
news_headlines,news,train,0,this new orange era: the growing divide,,this new orange era: the growing divide,,39,7,1,4.571428571428571,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
news_headlines,news,train,0,things learned in the first month of having a baby,,things learned in the first month of having a baby,,50,10,1,4.1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
news_headlines,news,train,0,lamelo ball scores 92 points in a single high school basketball game,,lamelo ball scores 92 points in a single high school basketball game,,68,11,1,5.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.8090909090909091,True,heuristic-high
news_headlines,news,train,0,i'm bi. it took me 21 years to come out of the closet and say it.,,i'm bi. it took me 21 years to come out of the closet and say it.,,65,15,2,3.066666666666667,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
news_headlines,news,train,0,10 essential life lessons from a grandma,,10 essential life lessons from a grandma,,40,6,1,5.333333333333333,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.9416666666666667,True,heuristic-high
news_headlines,news,train,0,teenage gunfight with isis,,teenage gunfight with isis,,26,4,1,5.75,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.97375,True,heuristic-high
news_headlines,news,train,0,older but still young at heart,,older but still young at heart,,30,6,1,4.166666666666667,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
news_headlines,news,train,1,leading probability researchers confounded by three coworkers wearing same shirt color on same day,,leading probability researchers confounded by three coworkers wearing same shirt color on same day,,98,14,1,6.071428571428571,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.8375,True,heuristic-high
news_headlines,news,train,1,new york introduces shoe-sharing program for city's pedestrians,,new york introduces shoe-sharing program for city's pedestrians,,63,9,1,6.111111111111111,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.8444444444444444,True,heuristic-high
news_headlines,news,train,0,beyoncé sculpted in cheese is strangely alluring,,beyoncé sculpted in cheese is strangely alluring,,48,7,1,5.857142857142857,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.8845238095238095,True,heuristic-high
news_headlines,news,train,1,"expansive obama state of the union speech to touch on patent law, entomology, the films of robert altman",,"expansive obama state of the union speech to touch on patent law, entomology, the films of robert altman",,104,18,1,4.722222222222222,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.9416666666666667,True,heuristic-high
news_headlines,news,train,0,stars with gray hair prove getting older isn't all that bad,,stars with gray hair prove getting older isn't all that bad,,59,11,1,4.454545454545454,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.8886363636363637,True,heuristic-high
news_headlines,news,train,0,"police say woman made up story of attack by two men, one wearing a trump hat (update)",,"police say woman made up story of attack by two men, one wearing a trump hat (update)",,85,17,1,3.8823529411764706,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
news_headlines,news,train,1,naacp demands less minority representation on upn,,naacp demands less minority representation on upn,,49,7,1,6.142857142857143,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.775,True,heuristic-high
news_headlines,news,train,0,the best clothes for the man-child in your life,,the best clothes for the man-child in your life,,47,10,1,3.8,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
news_headlines,news,train,0,florist who turned away gay couple wants supreme court to hear her case,,florist who turned away gay couple wants supreme court to hear her case,,71,13,1,4.538461538461538,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.851923076923077,True,heuristic-high
news_headlines,news,train,0,"we're still processing that ending to the walking dead ""strangers""",,"we're still processing that ending to the walking dead ""strangers""",,66,10,1,5.5,0,0,0,0,0,0.0,0,0,1,0,0,0,0,False,0,False,1.0,True,heuristic-high
news_headlines,news,train,0,new google project delivers critical info to refugees' smartphones,,new google project delivers critical info to refugees' smartphones,,66,9,1,6.444444444444445,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.8444444444444444,True,heuristic-high
news_headlines,news,train,1,new history textbook makes hatred of history come alive for students,,new history textbook makes hatred of history come alive for students,,68,11,1,5.2727272727272725,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.9681818181818183,True,heuristic-high
news_headlines,news,train,0,10 ways ridiculously successful people think differently,,10 ways ridiculously successful people think differently,,56,6,1,8.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.9416666666666667,True,heuristic-high
news_headlines,news,train,1,report: bridge probably has whole mess of bats under there,,report: bridge probably has whole mess of bats under there,,58,10,1,4.8,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.9125,True,heuristic-high
news_headlines,news,train,0,texas republicans urge trump-style immigration crackdown,,texas republicans urge trump-style immigration crackdown,,56,7,1,7.142857142857143,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.65,True,langdetect
news_headlines,news,train,0,tom hanks brags how 'smokin' hot' rita wilson is after 29 years of marriage,,tom hanks brags how 'smokin' hot' rita wilson is after 29 years of marriage,,75,13,1,4.615384615384615,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.9192307692307693,True,heuristic-high
news_headlines,news,train,1,god getting strong urge to bring back dinosaurs,,god getting strong urge to bring back dinosaurs,,47,8,1,5.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.86875,True,heuristic-high
news_headlines,news,train,0,"lgbt christians speak out: ""love the sinner, hate the sin"" won't cut it anymore",,"lgbt christians speak out: ""love the sinner, hate the sin"" won't cut it anymore",,79,14,1,4.428571428571429,0,0,0,0,0,0.0,0,0,1,0,0,0,0,False,0,False,0.8999999999999999,True,heuristic-high
news_headlines,news,train,1,"handshake comes in at unusually high angle, velocity",,"handshake comes in at unusually high angle, velocity",,52,8,1,5.5,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.86875,True,heuristic-high
news_headlines,news,train,1,mom keeps sending newspaper clippings about former classmates who have been murdered,,mom keeps sending newspaper clippings about former classmates who have been murdered,,84,12,1,6.083333333333333,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.9416666666666667,True,heuristic-high
news_headlines,news,train,1,report: make it stop,,report: make it stop,,20,4,1,4.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
news_headlines,news,train,1,coed rec softball team having trouble finding enough hyper-competitive men to ruin experience,,coed rec softball team having trouble finding enough hyper-competitive men to ruin experience,,93,14,1,5.714285714285714,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.7125,True,langdetect
news_headlines,news,train,1,brutalist beaver constructs paul rudolph-inspired dam,,brutalist beaver constructs paul rudolph-inspired dam,,53,7,1,6.714285714285714,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.65,True,langdetect
news_headlines,news,train,0,jindal: westboro baptist members who protest funerals face arrest,,jindal: westboro baptist members who protest funerals face arrest,,65,9,1,6.222222222222222,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.7472222222222222,True,heuristic-high
news_headlines,news,train,0,gop congressman may not vote for president at all,,gop congressman may not vote for president at all,,49,9,1,4.555555555555555,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
news_headlines,news,train,0,donald trump's latest attempt to repeal obamacare makes seth meyers sick,,donald trump's latest attempt to repeal obamacare makes seth meyers sick,,72,11,1,5.636363636363637,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.7295454545454546,True,heuristic-high
news_headlines,news,train,1,suicide bombing: can parents spot the warning signs?,,suicide bombing: can parents spot the warning signs?,,52,8,1,5.375,0,1,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.86875,True,heuristic-high
news_headlines,news,train,1,state department warns americans traveling abroad to avoid lame amsterdam windmill tour,,state department warns americans traveling abroad to avoid lame amsterdam windmill tour,,87,12,1,6.333333333333333,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.7229166666666667,True,heuristic-high
news_headlines,news,train,0,meatless monday: portuguese mashup,,meatless monday: portuguese mashup,,34,4,1,7.5,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.755,True,heuristic-high
news_headlines,news,train,0,you can now message the president on facebook,,you can now message the president on facebook,,45,8,1,4.75,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
news_headlines,news,train,1,families of missing flight passengers just hoping media gets closure it needs,,families of missing flight passengers just hoping media gets closure it needs,,77,12,1,5.5,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.86875,True,heuristic-high
news_headlines,news,train,1,fender releases new hybrid gas-electric guitar,,fender releases new hybrid gas-electric guitar,,46,7,1,5.714285714285714,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.775,True,heuristic-high
news_headlines,news,train,1,romney volunteers going door-to-door to let obama supporters know president's dead,,romney volunteers going door-to-door to let obama supporters know president's dead,,82,13,1,5.384615384615385,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.851923076923077,True,heuristic-high
news_headlines,news,train,0,friday talking points -- prelude to silly season,,friday talking points -- prelude to silly season,,48,7,1,5.571428571428571,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.775,True,heuristic-high
news_headlines,news,train,0,"meet sparkle, the 2-year-old who's your next style crush",,"meet sparkle, the 2-year-old who's your next style crush",,56,10,1,4.4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.9125,True,heuristic-high
news_headlines,news,train,1,hollywood's biggest stars endure long lines at oscars security screening,,hollywood's biggest stars endure long lines at oscars security screening,,72,10,1,6.3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.7375,True,heuristic-high
news_headlines,news,train,0,congresswoman fights for gun control because she almost lost her life to gun violence,,congresswoman fights for gun control because she almost lost her life to gun violence,,85,14,1,5.142857142857143,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.9625,True,heuristic-high
news_headlines,news,train,0,how to raise kids who can 'love and be loved',,how to raise kids who can 'love and be loved',,45,10,1,3.6,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
news_headlines,news,train,0,want to make meetings more productive? start walking,,want to make meetings more productive? start walking,,52,8,1,5.5,0,1,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.978125,True,heuristic-high
news_headlines,news,train,0,elizabeth warren's pick wins ohio's democratic gubernatorial primary,,elizabeth warren's pick wins ohio's democratic gubernatorial primary,,68,8,1,7.625,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.65,True,langdetect
news_headlines,news,train,0,biting argument over trump may cost man his ear,,biting argument over trump may cost man his ear,,47,9,1,4.333333333333333,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.8444444444444444,True,heuristic-high
news_headlines,news,train,1,longtime reader of lib-slaves.info sick of mainstream bias on sites like wideawakepatriot.com,,longtime reader of lib-slaves.info sick of mainstream bias on sites like wideawakepatriot.com,,93,15,2,5.266666666666667,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.8833333333333333,True,heuristic-high
news_headlines,news,train,1,beijing fire department extinguishes massive five-alarm burning cloud of smog,,beijing fire department extinguishes massive five-alarm burning cloud of smog,,77,11,1,6.090909090909091,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.7295454545454546,True,heuristic-high
news_headlines,news,train,0,china intensifies pressure on north korea,,china intensifies pressure on north korea,,41,6,1,6.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.7958333333333334,True,heuristic-high
news_headlines,news,train,0,defiant sanders camp: it ain't over,,defiant sanders camp: it ain't over,,35,6,1,4.833333333333333,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.9416666666666667,True,heuristic-high
news_headlines,news,train,0,when the sheep are watching over your mind,,when the sheep are watching over your mind,,42,8,1,4.375,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
news_headlines,news,train,0,"first up at the toronto film festival: jake gyllenhaal's 'demolition,' the stunning 'lobster' and more",,"first up at the toronto film festival: jake gyllenhaal's 'demolition,' the stunning 'lobster' and more",,102,16,1,5.375,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.978125,True,heuristic-high
news_headlines,news,train,0,super pac men: how political consultants took a texas oilman on a wild ride,,super pac men: how political consultants took a texas oilman on a wild ride,,75,14,1,4.357142857142857,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.8999999999999999,True,heuristic-high
news_headlines,news,train,1,"'active shooter at large,' reports endless background hum of modern american life",,"'active shooter at large,' reports endless background hum of modern american life",,81,13,1,5.3076923076923075,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.7846153846153846,True,heuristic-high
news_headlines,news,train,0,david axelrod suggests hillary clinton will be seen as less complex alternative to obama,,david axelrod suggests hillary clinton will be seen as less complex alternative to obama,,88,14,1,5.357142857142857,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.8999999999999999,True,heuristic-high
news_headlines,news,train,0,sleater-kinney just made bowie's 'rebel rebel' the political anthem of 2017,,sleater-kinney just made bowie's 'rebel rebel' the political anthem of 2017,,75,11,1,5.454545454545454,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.8886363636363637,True,heuristic-high
news_headlines,news,train,0,kirsten gillibrand only regrets not calling for al franken to quit sooner,,kirsten gillibrand only regrets not calling for al franken to quit sooner,,73,12,1,5.166666666666667,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.9416666666666667,True,heuristic-high
news_headlines,news,train,0,wells fargo sued for barring daca recipients from student loans,,wells fargo sued for barring daca recipients from student loans,,63,10,1,5.4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.825,True,heuristic-high
news_headlines,news,train,1,historical archives: amazing publick spectacle!,,historical archives: amazing publick spectacle!,,47,5,1,8.2,1,0,0,0,0,0.0,0,0,0,0,0,0,1,False,0,False,0.755,True,heuristic-high
news_headlines,news,train,1,israel passes law cementing itself as exclusive nation-state of benjamin netanyahu,,israel passes law cementing itself as exclusive nation-state of benjamin netanyahu,,82,12,1,5.916666666666667,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.7958333333333334,True,heuristic-high
news_headlines,news,train,1,onion social cracks down on sexual harassment by banning all women from platform,,onion social cracks down on sexual harassment by banning all women from platform,,80,13,1,5.230769230769231,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.9192307692307693,True,heuristic-high
news_headlines,news,train,0,exclusive promo hints stephen colbert will unleash on trump in live election show,,exclusive promo hints stephen colbert will unleash on trump in live election show,,81,13,1,5.3076923076923075,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.851923076923077,True,heuristic-high
news_headlines,news,train,0,banksy returns to new york city with one of his trademark rats,,banksy returns to new york city with one of his trademark rats,,62,12,1,4.25,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
news_headlines,news,train,0,bobby jindal's biggest donors benefited from his administration,,bobby jindal's biggest donors benefited from his administration,,63,8,1,7.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.86875,True,heuristic-high
news_headlines,news,train,1,drunk driver in the zone,,drunk driver in the zone,,24,5,1,4.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
news_headlines,news,train,1,egyptian woman wishes screaming protester husband would go bonkers for her once in a while,,egyptian woman wishes screaming protester husband would go bonkers for her once in a while,,90,15,1,5.066666666666666,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
news_headlines,news,train,0,meet the millennial men who love hillary clinton,,meet the millennial men who love hillary clinton,,48,8,1,5.125,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.86875,True,heuristic-high
news_headlines,news,train,0,number of homeless students in america is rising rapidly,,number of homeless students in america is rising rapidly,,56,9,1,5.333333333333333,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.9416666666666667,True,heuristic-high
news_headlines,news,train,1,report: majority of instances of people getting lives back on track occur immediately after visit to buffalo wild wings,,report: majority of instances of people getting lives back on track occur immediately after visit to buffalo wild wings,,119,19,1,5.2631578947368425,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.9723684210526315,True,heuristic-high
news_headlines,news,train,1,groundbreaking study finds gratification can be deliberately postponed,,groundbreaking study finds gratification can be deliberately postponed,,70,8,1,7.875,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.86875,True,heuristic-high
news_headlines,news,train,0,nick cannon responds to mariah carey's engagement in the best way,,nick cannon responds to mariah carey's engagement in the best way,,65,11,1,5.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.9681818181818183,True,heuristic-high
news_headlines,news,train,0,midlife obesity may speed up alzheimer's,,midlife obesity may speed up alzheimer's,,40,6,1,5.833333333333333,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.7958333333333334,True,heuristic-high
news_headlines,news,train,1,report: 70% of trump endorsements made after staring at bedroom ceiling for 4 hours,,report: 70% of trump endorsements made after staring at bedroom ceiling for 4 hours,,83,12,1,5.416666666666667,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.9416666666666667,True,heuristic-high
news_headlines,news,train,0,study finds american diets are poor (but improving!),,study finds american diets are poor (but improving!),,52,8,1,5.25,1,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.86875,True,heuristic-high
news_headlines,news,train,0,"after decades of effort, chemists overseas report 'nano' breakthrough",,"after decades of effort, chemists overseas report 'nano' breakthrough",,69,9,1,6.666666666666667,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.8444444444444444,True,heuristic-high
news_headlines,news,train,1,produce section bursts into laughter after will ferrell makes casual remark about apples,,produce section bursts into laughter after will ferrell makes casual remark about apples,,88,13,1,5.846153846153846,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.9192307692307693,True,heuristic-high
news_headlines,news,train,1,dad immediately hands phone to mom,,dad immediately hands phone to mom,,34,6,1,4.833333333333333,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.7958333333333334,True,heuristic-high
news_headlines,news,train,0,"my worst audition ever?  or, the danger of playing paddle ball, chewing gum, and singing ""we built this city"" simultaneously",,"my worst audition ever? or, the danger of playing paddle ball, chewing gum, and singing ""we built this city"" simultaneously",,124,20,1,4.9,0,1,0,0,0,0.0,0,0,1,0,0,0,0,False,0,False,0.95625,True,heuristic-high
news_headlines,news,train,0,how states can help 5 million kids with a parent behind bars,,how states can help 5 million kids with a parent behind bars,,60,11,1,4.363636363636363,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.9681818181818183,True,heuristic-high
news_headlines,news,train,1,local man's fear of snakes increases with each snakebite,,local man's fear of snakes increases with each snakebite,,56,9,1,5.333333333333333,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.8444444444444444,True,heuristic-high
news_headlines,news,train,1,vespa corporation enchants another slight little man-child,,vespa corporation enchants another slight little man-child,,58,8,1,6.375,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.65,True,langdetect
news_headlines,news,train,0,the smithereens lead singer pat dinizio dead at 62,,the smithereens lead singer pat dinizio dead at 62,,50,8,1,5.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.86875,True,heuristic-high
news_headlines,news,train,1,standards lowered for second search through fridge,,standards lowered for second search through fridge,,50,7,1,6.285714285714286,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.775,True,heuristic-high
news_headlines,news,train,0,miley cyrus' 'wrecking ball' could be kelly clarkson's best cover yet,,miley cyrus' 'wrecking ball' could be kelly clarkson's best cover yet,,69,11,1,5.363636363636363,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.8090909090909091,True,heuristic-high
news_headlines,news,train,0,watch: why mirrors flip things sideways but not upside down,,watch: why mirrors flip things sideways but not upside down,,59,10,1,4.9,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.825,True,heuristic-high
news_headlines,news,train,1,man in international airport only speaks business,,man in international airport only speaks business,,49,7,1,6.142857142857143,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.8999999999999999,True,heuristic-high
news_headlines,news,train,1,area mother enters 16th year of post-partum depression,,area mother enters 16th year of post-partum depression,,54,9,1,4.888888888888889,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.8444444444444444,True,heuristic-high
