dataset,platform,split,label,text_clean,context_clean,has_context,context_n_words,n_chars,n_words,n_sentences,avg_word_len,n_exclam,n_question,n_ellipsis,n_repeat_punct,n_allcaps_words,allcaps_ratio,n_emoji,n_elongation,n_scare_quotes,n_urls,n_mentions,n_hashtags,n_interjections,starts_with_interjection,n_context_turns
tweeteval_irony,twitter,train,0,Knock knock sketchy dignity smile funtimes brotherskeeper whosonfirst holiday shenanigans ...,,False,0,108,10,1,8.0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,Another fantastic day,,False,0,21,3,1,6.333333333333333,0,0,0,0,0,0.0,0,0,0,0,0,0,1,False,
tweeteval_irony,twitter,train,0,<USER> miss u I'm leaving on 7th so .... Need to see you before I go 😩😩😩😩,,False,0,75,15,1,3.066666666666667,0,0,1,1,1,0.06666666666666667,4,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,"First final of the day done, only three more to go. greatscheduling incaseyoucanttell",,False,0,90,13,1,5.461538461538462,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,"As a girl,my reason not to put on makeup is I'm satisfied with my face,unlike you bitch!|| winter",,False,0,99,20,1,3.75,1,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,Tryna learn to skate tonight! 😎 pennyboard skate,,False,0,51,7,1,5.571428571428571,1,0,0,0,0,0.0,1,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,Sanjay Dutt asks for parole to meet his wife whereas other husbands want parole from their wives but there no body exist to grant it.|,,False,0,134,25,1,4.32,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,Be Blessed friends. Merry Christmas to all!,,False,0,43,7,2,5.0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,"It's okay, you know playing loud music during quiet hours is perfectly fine.. somepplhavetostudy",,False,0,99,14,1,5.714285714285714,0,0,1,1,0,0.0,0,0,0,0,0,0,1,False,
tweeteval_irony,twitter,train,0,Incredible. RT <USER> The Red Sox have an agreement with Justin Masterson.,,False,0,76,12,2,4.916666666666667,0,0,0,0,2,0.16666666666666666,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,2 and half hour walk Proud,,False,0,28,5,1,4.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,Happy 2nd anniversary to me in SGV. Happy OT here in client. Woohoo. I loooooove my job. Super. More years to go!!!!!!!!!,,False,0,121,22,6,3.8636363636363638,9,0,0,1,2,0.09090909090909091,0,1,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,<USER> <USER> <USER> <USER> for Elrufai he represents the masses so it is our victory#,,False,0,97,15,1,4.2,0,0,0,0,4,0.26666666666666666,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,"<USER> I'm really big supporter of lawenforcement . Like Sheriff Clarke said, it's all theatrics. Ferguson <USER>",,False,0,121,16,2,5.625,0,0,0,0,2,0.125,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,How Badly Do You Need That Burrito? (That's sounds naughty) burrito,,False,0,69,11,1,4.909090909090909,0,1,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,It's so much fun to drive a front wheel drive car in the snow,,False,0,61,14,1,3.4285714285714284,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,"<USER> <USER> |Here we are all alone |You and me, |Privacy |And we can do anything |Your fantasy || GetMeToEVC",,False,0,115,19,1,4.157894736842105,0,0,0,0,2,0.10526315789473684,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,Read at the news ' Middle East updates #/ Assad : US -led airstrikes serious or efficient ',,False,0,106,16,1,4.375,0,0,0,0,1,0.0625,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,<USER> Have you guys tried unplugging the servers waiting 10 seconds and plugging them back in? psndown,,False,0,108,16,1,5.125,0,1,0,0,1,0.0625,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,<USER> thats not weird at all,,False,0,31,6,1,3.6666666666666665,0,0,0,0,1,0.16666666666666666,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,Are you excited for the new Blackberry Classic smartphone ? Check out this article by <USER>,,False,0,99,15,1,4.933333333333334,0,1,0,0,1,0.06666666666666667,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,They bombarded out country immigration <USER>,,False,0,50,6,1,6.333333333333333,0,0,0,0,1,0.16666666666666666,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,when you get friendzoned by someone you trying to friendzone...sigh,,False,0,67,11,1,5.0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,<USER> It's no longer political. <USER> is setting the stage for all out race war.That is his only way he can succeed.,,False,0,121,23,3,3.9130434782608696,0,0,0,0,2,0.08695652173913043,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,Dentists oh the joy,,False,0,19,4,1,4.0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,False,
tweeteval_irony,twitter,train,1,"My dove wrapper told me to be mischievous, so if anything happens, that's my extenuating, external attribution to blame psych",,False,0,128,20,1,5.15,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,"Looking forward to a nice and long 130km cycle tomorrow, in the minus degree weather fool festive500",,False,0,107,17,1,4.529411764705882,0,0,0,0,0,0.0,0,0,0,0,0,0,1,False,
tweeteval_irony,twitter,train,0,"<USER> <USER> zero place for that. when the karma train finds Raiola, I hope it has a full head of steam",,False,0,108,21,1,3.7142857142857144,0,0,0,0,2,0.09523809523809523,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,My favorite color is every color.,,False,0,33,6,1,4.5,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,Girls who can rock this thang~ PrincipalSwag,,False,0,46,7,1,5.285714285714286,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,<USER> becauseeee I miss youu coffee later?,,False,0,46,7,1,4.857142857142857,0,1,0,0,1,0.14285714285714285,0,1,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,Next day makeup just looks so hawt 💋,,False,0,36,7,1,4.0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,<USER> yeah not to bad been asleep most of it my backs been playing up so been on strong painkillers that knock me out 🙈,,False,0,122,24,1,3.875,0,0,0,0,1,0.041666666666666664,1,0,0,0,0,0,1,False,
tweeteval_irony,twitter,train,1,Thanks Mother nature.. You didn't give us as snow day and now my twitter is filled with people complaining,,False,0,106,19,1,4.526315789473684,0,0,1,1,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,acceptable 2 hours to drive 30 miles Cheshire-Manchester yesterday. Northern Powerhouse?,,False,0,88,10,2,7.2,0,1,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,supaaa sweet when you have finals in the AM and ya can't sleep.,,False,0,63,13,1,3.8461538461538463,0,0,0,0,1,0.07692307692307693,0,1,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,<USER> Huh? It's a graphical representation of what's happening. Nothing is out there to take a photo!,,False,0,104,17,3,4.764705882352941,1,1,0,0,1,0.058823529411764705,0,0,0,0,0,0,1,False,
tweeteval_irony,twitter,train,1,"<USER> <USER> <USER> this is shallow af, stop discriminating eyes, all eyes are beautiful.",,False,0,96,14,1,4.857142857142857,0,0,0,0,3,0.21428571428571427,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,On a small diet,,False,0,15,4,1,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,What normal people see vs. what I see <USER>,,False,0,46,9,1,3.6666666666666665,0,0,0,0,1,0.1111111111111111,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,"<USER> logic is an invention by the kuffar, everything makes perfect sense. () Like monkeys stoning she monkeys",,False,0,113,17,1,5.176470588235294,0,0,0,0,1,0.058823529411764705,0,0,0,0,0,0,1,False,
tweeteval_irony,twitter,train,1,Nothing says welcome to home better than this. wemissedyoutoo,,False,0,63,9,1,5.777777777777778,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,Wish she could have told me herself. <USER> nicolescherzinger OneLove myfav MyQueen ❤️❤️,,False,0,98,12,1,5.75,0,0,0,0,1,0.08333333333333333,4,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,TeenAnalCasting Alice Alice and Dana -TLW 3X05 Part 2,,False,0,57,8,1,5.0,0,0,0,0,1,0.125,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,<USER> - Russell Brand discussed today how much his London mansion is worth..and Marx was married to a baroness scum weak,,False,0,128,21,1,4.571428571428571,0,0,1,1,1,0.047619047619047616,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,<USER> wesay Yar her date was good 😉 I guess she(in first meeting)wanted to b seen with a girl or smth(in hindsight I found her mashkook),,False,0,139,28,1,3.75,0,0,0,0,1,0.03571428571428571,1,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,Feeling artsy tonight. artsy homealone vienna studentlife @ b&e's apartment,,False,0,80,10,1,6.3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,Hope everyone is having a lovely Marxist Christmas,,False,0,50,8,1,5.375,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,<USER> why are you so beautiful?!,,False,0,35,6,1,4.0,1,1,0,0,1,0.16666666666666666,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,Good thing I'm scared of clowns and my kindergarten teacher was dressed as one today. 😑,,False,0,87,15,1,4.666666666666667,0,0,0,0,0,0.0,1,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,The Chicago Firehouse Restaurant caught fire this morning.,,False,0,58,8,1,6.25,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,I love my customers annoying stoptalking,,False,0,43,6,1,5.833333333333333,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,"I shouldn't lose a full day of work because of system updates, but it happened yesterday. fuckingwindows",,False,0,106,17,1,5.0588235294117645,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,Totally been killing it with my assignments lately socollege,,False,0,63,9,1,5.777777777777778,0,0,0,0,0,0.0,0,0,0,0,0,0,1,True,
tweeteval_irony,twitter,train,1,<USER> cropped her own child out of her picture. motheroftheyear,,False,0,68,10,1,5.2,0,0,0,0,1,0.1,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,<USER> We all have our crosses to bear. LOL,,False,0,45,9,1,3.5555555555555554,0,0,0,0,2,0.2222222222222222,0,0,0,0,0,0,1,False,
tweeteval_irony,twitter,train,1,"No need to act like I'm the fav child, I know this already.",,False,0,59,13,1,3.4615384615384617,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,I was trying to type parkside and it turned to paradise coincidence i think,,False,0,81,14,1,4.428571428571429,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,<USER> <USER> <USER> <USER> <USER> and what about the blacks you guys they don't know what to do with money,,False,0,117,20,1,3.9,0,0,0,0,5,0.25,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,New color new beginning new goals dont giveup never life should be easy @ skdar,,False,0,93,14,1,4.571428571428571,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,Ohhh the joy of getting pulled over 💚,,False,0,37,7,1,4.142857142857143,0,0,0,0,0,0.0,1,1,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,"Those mini naps I had all night between sneezing, coughing and blowing my nose were super restful. fluday4",,False,0,109,18,1,4.777777777777778,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,"Sometimes the best thing you can do|is to not think, worry, obsess.|Just have faith that everything will|work out for the best .",,False,0,131,24,2,4.166666666666667,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,Let your humility guard your pride ... Vanity shouldn't be allowed to be with such a delicate thing.,,False,0,100,17,2,4.647058823529412,0,0,1,1,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,"So Ally McCoist hands his notice in and gets a pay rise,he really has Rangers best interests at heart",,False,0,101,20,1,4.1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,"She said nope, I'm only getting gift cards...ones she bought using her credit card points. .",,False,0,92,16,3,4.4375,0,0,1,1,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,<USER> <USER> world's greatest fans....,,False,0,43,5,1,5.4,0,0,1,1,2,0.4,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,<USER> <USER> Actually Israel's demand renders it antisemitic acc to your mate's favourite non definition of antisem.,,False,0,121,17,1,5.647058823529412,0,0,0,0,2,0.11764705882352941,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,Students too busy protesting a grand jury decision to study deserve to fail. Actions have consequences.,,False,0,104,16,2,5.375,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,The moral police & vigilante's are very quiet with every rape . I suppose it is Indian culture then? uber DelhiRape,,False,0,121,19,2,4.842105263157895,0,1,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,<USER> or maybe she just drips herself to death lol,,False,0,53,10,1,4.0,0,0,0,0,1,0.1,0,0,0,0,0,0,1,False,
tweeteval_irony,twitter,train,1,Lol at docs who don't know what they're doing. fuckthat,,False,0,58,10,1,4.5,0,0,0,0,0,0.0,0,0,0,0,0,0,1,True,
tweeteval_irony,twitter,train,1,Makes perfect sense to get mad about something that happen 4+ years ago.,,False,0,72,12,1,4.75,0,0,0,0,0,0.0,0,0,0,0,0,0,1,False,
tweeteval_irony,twitter,train,1,MAMA - a Korean awards show that will be held in Hong Kong and will be headlined by an American artist,,False,0,102,20,1,4.05,0,0,0,0,1,0.05,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,thts impoxible koz the late kajwangs brother is stil alive and kan occupy the seat but raila,,False,0,92,17,1,4.470588235294118,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,Apparently it's hang up on Ashley day😄,,False,0,38,7,1,4.428571428571429,0,0,0,0,0,0.0,1,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,<USER> How do you score on someone?,,False,0,37,7,1,3.7142857142857144,0,1,0,0,1,0.14285714285714285,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,Interviewed a turkey & here's what he had to say Thanksgiving,,False,0,63,10,1,5.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,I'm so glad I'm sick today. | bullcrap,,False,0,40,7,1,4.142857142857143,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,Shoes on make-up done ! I'm ready,,False,0,33,7,1,3.5714285714285716,1,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,Thechicago firehouse restaurant goes up in flames. chicago fire cfd workingpress cbs wbbm ...,,False,0,105,13,2,5.846153846153846,0,0,1,1,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,"RedSox RT <USER> Meanwhile, in Caguas, Rusney Castillo goes 4-5 with mammoth HR. man, Alex Cora loves this guy",,False,0,114,18,1,4.611111111111111,0,0,0,0,3,0.16666666666666666,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,I need new boots for my birthday.. And by new boots I mean like 3 or 4 pairs 😄😄 ineednewboots boots,,False,0,103,18,1,4.055555555555555,0,0,1,1,0,0.0,2,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,<USER> <USER> Kick Raiola out of the league. Scumbag RepeatOffender OneGameIsNotEnough,,False,0,96,11,1,6.454545454545454,0,0,0,0,2,0.18181818181818182,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,<USER> I'll just wait here :) :) :),,False,0,37,5,1,4.0,0,0,0,0,1,0.2,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,<USER> to you too. :) 👍,,False,0,25,4,1,3.0,0,0,0,0,1,0.25,1,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,Let's go CAVS!!! cleveland cavs cavaliers nba @ Quicken Loans Arena,,False,0,75,10,1,5.3,3,0,0,1,1,0.1,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,<USER> what is your argument? 1/$12.5 for Butler > 2/$17 for Morales?,,False,0,71,9,3,4.555555555555555,0,2,0,0,1,0.1111111111111111,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,haven't talked to you in days. that's cool I guess.,,False,0,51,10,2,4.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,Thx for catching on urock,,False,0,27,5,1,4.2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,Perty sunrise fs100 timelapse of the mountain,,False,0,47,7,1,5.142857142857143,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,Any Hindu who tries to defend his religion is a Communal. Gharwapsi,,False,0,70,12,1,4.583333333333333,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,"Irony died 1000 times during the climax of Sholay, when the police urged Thakur not to take the law into his HANDS. Bollywood",,False,0,128,22,1,4.409090909090909,0,0,0,0,1,0.045454545454545456,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,"<USER> <USER> <USER> whenever I write anything with the word ""immigration"" in it, I'm happy if there's back-and-forth.",,False,0,124,20,1,4.45,0,0,0,0,3,0.15,0,0,1,0,0,0,0,False,
tweeteval_irony,twitter,train,0,"Torbay Dementia Action Alliance : ' Living With Dementia, Dying From It' - Peter JS Ashley",,False,0,99,14,1,5.142857142857143,0,0,0,0,1,0.07142857142857142,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,"oh, and lets not forget this <USER> <USER> <USER> <USER> <USER>",,False,0,73,11,1,3.8181818181818183,0,0,0,0,5,0.45454545454545453,0,0,0,0,0,0,1,True,
tweeteval_irony,twitter,train,0,dats how u kno its winter,,False,0,25,6,1,3.3333333333333335,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,Omg <USER> didn't tell <USER> he was in town 😱 trueFriend,,False,0,63,10,1,4.2,0,0,0,0,2,0.2,1,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,Thanks for shutting the city down..,,False,0,35,6,1,4.666666666666667,0,0,1,1,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,I love the hypocrisy of the holidays.,,False,0,37,7,1,4.285714285714286,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,"We need a Democracy CoPocracy !!! Police , MorningJoe ! BlackLivesMatter DemocracyMatters Ferguson EricGarner",,False,0,123,11,2,8.272727272727273,4,0,0,1,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,I'm a Victoria Secret model. It's such a secret not even Victoria knows.,,False,0,72,13,2,4.461538461538462,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,"<USER> <USER> . <USER> has warned <USER> about Bassem.Heck, they might already know him! Ferguson NYC",,False,0,112,16,3,4.625,1,0,0,0,5,0.3125,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,<USER> I guess I'm the one who supposed to say that.,,False,0,54,11,1,3.5454545454545454,0,0,0,0,1,0.09090909090909091,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,0,Archive pick: Who Makes You Laugh When They're Off Sick? mehblog littlemeh doctor,,False,0,87,13,1,5.153846153846154,0,1,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,train,1,<USER> lol of course it's the best!!,,False,0,38,7,1,3.7142857142857144,2,0,0,1,1,0.14285714285714285,0,0,0,0,0,0,1,False,
tweeteval_irony,twitter,train,1,Life requires one to be strong at different times. I wear my red briefs over my pants. U just need a lil lust to see 'em. TooMuch,,False,0,131,27,3,3.7037037037037037,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,val,1,NBA players NY support protests of police killings/sure money donations for college WB coming,,False,0,103,15,1,5.266666666666667,0,0,0,0,3,0.2,0,0,0,0,0,0,1,False,
tweeteval_irony,twitter,val,0,40 Corner Cute Day Expensive diy crafts |Please RT:,,False,0,64,8,1,4.875,0,0,0,0,1,0.125,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,val,1,I love waking up at 4am everyday and then running 5 miles.. favorite part of the Army :),,False,0,88,16,1,4.0625,0,0,1,1,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,val,0,"<USER> <USER> <USER> was STUNNING today, wasn't it?",,False,0,57,8,1,4.5,0,1,0,0,4,0.5,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,val,1,"I shun the workplace chit chat, to look at what happening on twitter randomtweet",,False,0,83,14,1,4.714285714285714,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,val,0,Drawing with my little girl... Still can't believe she can draw this good!!!! drawing daughter ...,,False,0,101,15,3,4.866666666666666,4,0,2,3,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,val,1,Another day just livin the dream needmoremoney,,False,0,49,7,1,5.714285714285714,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,val,0,Photo: Say it loud say it proud ! Nope never ! a quitter and will never be ... always winning even...,,False,0,113,18,4,4.0,2,0,2,2,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,val,0,"Coin ! erraji: "" ZeeGingaNinja: because it seems that some people here need this clarification sydneysiege ...",,False,0,112,14,2,6.214285714285714,1,0,1,1,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,val,0,<USER> tis the season for unwanted gifts!,,False,0,43,7,1,4.571428571428571,1,0,0,0,1,0.14285714285714285,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,val,1,Love that I can count on people.,,False,0,32,7,1,3.5714285714285716,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
tweeteval_irony,twitter,val,0,<USER> <USER> hahaha u talk abt policies..just check delhi dialogue page..are u from another gola lol,,False,0,105,18,2,4.333333333333333,0,0,2,2,2,0.1111111111111111,0,0,0,0,0,0,1,False,
