dataset,platform,split,label,text_clean,context_clean,has_context,context_n_words,n_chars,n_words,n_sentences,avg_word_len,n_exclam,n_question,n_ellipsis,n_repeat_punct,n_allcaps_words,allcaps_ratio,n_emoji,n_elongation,n_scare_quotes,n_urls,n_mentions,n_hashtags,n_interjections,starts_with_interjection,n_context_turns
figlang_twitter,twitter,train,1,"Dudes dressed to the nine will cry "" gold-digger "" if women pursued / assumed they have big-money .",Once the human population grasps women enhancing their looks via outfit & makeup isn't to solely attract men / grounds ... <URL> || Women are sexually objectified / harassed in burkas and sweatsuits . Is the struggle that real to find a woman attractive w / o doing the most ?,True,43,99,17,1,4.411764705882353,0,0,0,0,0,0.0,0,0,1,0,0,0,0,False,2.0
figlang_twitter,twitter,train,1,<USER> Fan fact : The station is on the Isle of Dogs . alanismorrisettemoment,I have now been publicly dissed by Lord Black . My work on this good earth is done . <URL> || <USER> You mean Lord Black of a moderately used LRT stop - er I mean Crossharbour .,True,33,83,12,1,5.0,0,0,0,0,1,0.08333333333333333,0,0,0,0,0,0,0,False,2.0
figlang_twitter,twitter,train,1,<USER> Hey I really think ( not ) that because season 1 is the best thing ever so that he got something better to do .,* BREAKING NEWS * STAR TREK PICARD HAS BEEN RENEWED FOR A SECOND SEASON BEFORE AIRING THE FIRST SEASON . CBS DECLINED TO COMMENT 😂 THIS IS GOING TO BE A SHITSHOW . STARTREK STARTREKPICARD <URL> || MICHAEL CHABON WILL NOT BE SHOWRUNNER OF SEASON 2 . 😂,True,39,120,22,1,3.9545454545454546,0,0,0,0,1,0.045454545454545456,0,0,0,0,0,0,0,False,2.0
figlang_twitter,twitter,train,1,<USER> <USER> no . we must only think one way . anyone who disagrees with me is worse than pond scum and should be launched into the sun .,Maybe she ' s born with it Maybe it ' s gender dysphoria TM <URL> || <USER> I believe people can live how they want but I also believe people have the right to disagree . Both should be able to live in peace .,True,42,142,26,3,3.9615384615384617,0,0,0,0,2,0.07692307692307693,0,0,0,0,0,0,0,False,2.0
figlang_twitter,twitter,train,1,<USER> - why didnt u express this view 2 Obama 8yrs ago when he still disagreed w / gaymarriage <USER> <USER>,"Our wonderful future V . P . Mike Pence was harassed last night at the theater by the cast of Hamilton , cameras blazing.This should not happen ! || <USER> conversation is not harassment sir . And I appreciate <USER> for stopping to listen .",True,39,119,18,1,4.388888888888889,0,0,0,0,3,0.16666666666666666,0,0,0,0,0,0,0,False,2.0
figlang_twitter,twitter,train,1,"<USER> <USER> So their "" leaks "" make them patriots ? Cool , so now by default , wikileaks is the paradigm of patriotism",The spotlight has finally been put on the low-life leakers ! They will be caught ! || <USER> Low-life leakers to U ; patriots to us . Those low-life leakers have relevant news . & possibly impeachable offense against U !,True,36,124,19,1,4.631578947368421,0,1,0,0,2,0.10526315789473684,0,0,1,0,0,0,0,False,2.0
figlang_twitter,twitter,train,1,<USER> <USER> <USER> But Brum is handier for me than London ! Can stay over with UKIP dad !,"I love the assumption that nobody will be arsed to travel to Birmingham . WomensMarch <USER> <URL> || <USER> <USER> <USER> They're going to have to close the M5 , M6 , M40 , M42 , and half the railway network . Good luck !",True,37,97,17,2,3.823529411764706,2,0,0,0,4,0.23529411764705882,0,0,0,0,0,0,0,False,2.0
figlang_twitter,twitter,train,1,<USER> <USER> irony__ Atleast they don't need advice on carrer & leave abt love & marriage . _,"To be honest , I didn't knew Pakistan has so many internet users before I joined Twitter . 😇 <USER> <USER> <URL> || <USER> May be they want to get your advices on marriage , careers , love etc . 😊 <USER>",True,34,100,14,1,4.785714285714286,0,0,0,0,2,0.14285714285714285,0,0,0,0,0,0,0,False,2.0
figlang_twitter,twitter,train,1,"<USER> <USER> : it should read , "" You could start an economic collapse or , worse , a nuclear war with a typo . ""","So to all Americans , in every city near and far , small and large , from mountain to mountain ... <URL> || <USER> Careful tweeting , Mr . Trump . You could start an economic collapse with a typo or worse , a nuclear war .",True,37,118,19,1,4.105263157894737,0,0,0,0,2,0.10526315789473684,0,0,0,0,0,0,0,False,2.0
figlang_twitter,twitter,train,1,<USER> <USER> <USER> Wait the former teacher is a corporate cut-out . But the Russian backed billionaire isn't ..,"* record scratch * * freeze frame * Yup , that ' s me . You ' re probably wondering how I ended up in this situation . <URL> || <USER> <USER> Trump will treat this corporate cutout like a little boy ...",True,34,119,18,2,4.722222222222222,0,0,1,1,3,0.16666666666666666,0,0,0,0,0,0,0,False,2.0
figlang_twitter,twitter,train,1,<USER> <USER> funny how the majority who voted leave were old people as opposed to young,The Government has suffered a Brexit Bill defeat in the House of Lords over guaranteeing the rights of EU national ... <URL> || <USER> daft old headed bigots voting against the will of the people,True,33,92,16,1,4.3125,0,0,0,0,2,0.125,0,0,0,0,0,0,0,False,2.0
figlang_twitter,twitter,train,1,"<USER> <USER> Angry , polarizing conservative haters still insisting that the Prime Minister is divisive .","BREAKING - Looks like Prime Minister Justin Trudeau has had a long enough rest ( two weeks ) and is ready to rejoin us in Canada soon . He ' s expected to jump on a Challenger jet at 130 today and we back around 7 tonight . || <USER> His presence means nothing . All thinking will be relegated to Butts and others . Obvious Trudeau incapable of anything but parroting , and usually does it badly . Worst , most divisive leader in Canadian history . Costa Rica can have him .",True,79,110,14,1,6.071428571428571,0,0,0,0,2,0.14285714285714285,0,0,0,0,0,0,0,False,2.0
figlang_twitter,twitter,train,1,<USER> <USER> <USER> Howard Schulz BELIEVES SBUX is anti-capitalist . Thugs BELIEVE SBUX represents capitalism .,Using speech to silence marginalized communities and promote bigotry is unacceptable . Hate speech isn't welcome in our community . || <USER> Your community is the laughing stock of U . S . A . right now . Liberals destroying the liberal Starbucks ! Hilarious ! 😂 🎉,True,37,118,15,2,5.866666666666666,0,0,0,0,7,0.4666666666666667,0,0,0,0,0,0,0,False,2.0
figlang_twitter,twitter,train,1,<USER> If I had 1 million .. I would buy each and everything by paying off the bribe to Myntra Warehouse Employees 🤣 🤣 🙈 Join in guys <USER> <USER> MyntraEORS EORSGameZone IndiasBiggestFashionSale <URL>,"Contest2 Okay , now this one's gonna be interesting ! If you had 1 million rupees and had to use it all on Myntra , what would you shop for ? Tell us using MyntraEORS EORSGameZone 5 lucky winners that make us go WHOA get Myntra vouchers worth Rs . 1000 . <URL> || Come on guys ! We've still not got our winners . 1 Million is a lot ... Put your thinking caps on ! Remember , the wittiest answer wins ... Don't forget to MyntraEORS IndiasBiggestFashionSale EORSGameZone",True,73,214,29,1,5.344827586206897,0,0,1,1,4,0.13793103448275862,3,0,0,0,0,0,0,False,2.0
figlang_twitter,twitter,train,1,"<USER> Yeah ? Hah ! Yet here we are , and you're still responding .",<USER> <USER> Are you two geniuses aware that not all RTs are endorsements ? Stop picking on <USER> . Come after me . || . <USER> sorry mate I have more important things to do nothing interesting or new in ur article thing 🤔 You are not worth my time,True,44,69,11,3,4.2727272727272725,1,1,0,0,1,0.09090909090909091,0,0,0,0,0,0,1,False,2.0
figlang_twitter,twitter,train,1,"<USER> <USER> <USER> the election was rigged in her favor . Remember the polls , media pundits , & Hollywood , yet she lost","<USER> Had Clinton won , anyone believe Trump would have attended ? Or instead would he be tweeting about the election being rigged ? || <USER> <USER> He wouldn't have been invited . She's only there bc she is the wife of a former president . Not there as a sign of support",True,47,129,19,1,4.684210526315789,0,0,0,0,3,0.15789473684210525,0,0,0,0,0,0,0,False,2.0
figlang_twitter,twitter,train,1,<USER> So many followers were right ... I do need to put the hashtag on almost all my posts 🤣 😉,Whew nearly chewed up a handful of these with my Tim's ! ! ! <URL> || <USER> Only works to block I - 131 and for that to be released requires the fuel to both melt down ( practically impossible ) and escape containment . You are more likely to be killed by lightning by many orders of magnitude . No worries bro .,True,53,97,18,1,3.7777777777777777,0,0,1,1,1,0.05555555555555555,2,0,0,0,0,0,1,False,2.0
figlang_twitter,twitter,train,1,<USER> <USER> <USER> fox and friends is good wuality news unbiased,"President <USER> is being briefed constantly as he works for the American people . "" The country should feel good that this President is not going to let anything happen to anybody . "" <URL> || <USER> <USER> <USER> Correct opinion later proved by fact is still not too bad though . cnn has to walkback too often .",True,52,72,11,1,4.545454545454546,0,0,0,0,3,0.2727272727272727,0,0,0,0,0,0,0,False,2.0
figlang_twitter,twitter,train,1,<USER> says the man who writes for the sun,"If it's any help , Becchetti told the everyone at lofc last week that he wasn't selling club and he belives in players etc . Talk is cheap . || For clarification , my Talk is Cheap comment is in relation to the fact that I genuinely don't believe anything Becchetti says lofc",True,48,44,9,1,3.5555555555555554,0,0,0,0,1,0.1111111111111111,0,0,0,0,0,0,0,False,2.0
figlang_twitter,twitter,train,1,<USER> <USER> It was Trump that called it rude in a tweet .,Here's the deal . Go into a theatre ... don't be surprised to see or hear things you don't like . That's art . Don't li ... <URL> || <USER> <USER> the audience had no issue with it & neither did Pence . Only seems to be the alt right snowflakes,True,43,63,12,1,3.5,0,0,0,0,2,0.16666666666666666,0,0,0,0,0,0,0,False,2.0
figlang_twitter,twitter,train,1,<USER> Report : Tom Brady abducted by space aliens during practice . NotReally Relax,Any practice could be anyone ' s last practice . Yes . <URL> || <USER> report : tom brady struck by lighting after leaving practice .,True,21,90,12,1,5.583333333333333,0,0,0,0,1,0.08333333333333333,0,0,0,0,0,0,0,False,2.0
figlang_twitter,twitter,train,1,"<USER> Wow what an intelligent solution , why didn ' t I think about it before . I guess I should come to you only after I go to customer care team what an idiot I ' m .","<USER> has started behaving like an Indian company . I ordered a spray pump which was supposed to be delivered to me on 19th Dec under prime delivery service . I had to call delivery agent to check delivery time , he said 2 hours . Today is 21st yet no trace of parcel . <USER> || <USER> Apologies for the delayed delivery of your order . Have you tried reaching out to our support team here : <URL> JS",True,71,171,36,2,3.5,0,0,0,0,1,0.027777777777777776,0,0,0,0,0,0,1,False,2.0
figlang_twitter,twitter,train,1,<USER> <USER> uh huh ... speaking about a special kind of stupid,"Sign your name if you think no president , including Trump , should be able to go to war without a vote in Congress <URL> || <USER> u r special aren't u ? Act of Congress is required for a declaration of war",True,39,68,11,1,4.181818181818182,0,0,1,1,2,0.18181818181818182,0,0,0,0,0,0,1,False,2.0
figlang_twitter,twitter,train,1,"<USER> <USER> <USER> 4 more years of gridlock & the ( D ) taking up the "" party of no "" title seems great . Murrica .",It's important that we show President Trump & the republicans the same respect and cooperation that they showed President Obama . || <USER> <USER> or we could grow up and try to make things work ? Idk I'm crazy tho,True,36,125,19,2,4.052631578947368,0,0,0,0,3,0.15789473684210525,0,0,1,0,0,0,1,False,2.0
figlang_twitter,twitter,train,1,"<USER> <USER> that's what religion is wishing and waiting for . "" 2nd coming "" blah blah blah . _","When I was young , I dreaded WWIII as I knew it would destroy mankind . But this year I got to know mankind a little better . So bring it on . || <USER> this is what militant atheism can do to a man : wishing for the destruction of mankind . That's about as low as one can get .",True,54,101,15,2,4.533333333333333,0,0,0,0,2,0.13333333333333333,0,0,1,0,0,0,0,False,2.0
figlang_twitter,twitter,train,1,<USER> <USER> <USER> But that would make the Network constantly calling Trump racist ... Racist,Why was <USER> fired but <USER> allowed to stay on the air ? <USER> exposed both . JakeTheFake ... <URL> || <USER> <USER> <USER> Jake is a white male and Donna is a black female . doublestandard,True,32,101,14,1,5.142857142857143,0,0,1,1,3,0.21428571428571427,0,0,0,0,0,0,0,False,2.0
figlang_twitter,twitter,train,1,<USER> <USER> <USER> we wouldn't mind but he's dancing to the song ' some say the devil is dead ',"Well , as luck would have it , I ALREADY despised Flatley ! GomOfTheDance || <USER> <USER> begorrah and the blessings of a thousand donkeys on ye , but what did he do now ?",True,29,103,20,1,3.6,0,0,0,0,3,0.15,0,0,0,0,0,0,0,False,2.0
figlang_twitter,twitter,train,1,<USER> Stanley museum ? Is that against NCAA rules to name a building after a current student / athlete ? ? Better ask <USER> this question,Hey Iowa City peeps : What is the university building south of the university library ? || <USER> That ' s already done . Just checked the website and its actually the new Stanley Museum . They just posted multiple pics to show progress including one where is was just the open hole for the foundation .,True,51,143,22,3,4.818181818181818,0,3,0,0,3,0.13636363636363635,0,0,0,0,0,0,0,False,2.0
figlang_twitter,twitter,train,1,"<USER> hahaha even better , link says a phone mast is down in my area so reception / signal may be hit an miss , it's never been so strong","<USER> u carried out any work in the WA8 area . ? Not been able to get signal in my house for 8yrs but last 2 days msg's are sending progress || <USER> Hi Paul , that's not good , everything looks okay , please see if these steps help <URL> ?",True,44,140,27,1,3.8518518518518516,0,0,0,0,1,0.037037037037037035,0,0,0,0,0,0,0,False,2.0
figlang_twitter,twitter,train,1,"<USER> please don't call your chihuahua "" bear "" and no I won't unless you want me to make fun of you your whole life",And you better believe I ain't going to follow your little rat thing on Instagram loveyoutho <URL> || <USER> his future name is bear . And yes you will 💕 💕 💕,True,27,119,23,1,3.869565217391304,0,0,0,0,1,0.043478260869565216,0,0,1,0,0,0,0,False,2.0
figlang_twitter,twitter,train,1,"<USER> Good to receive your response . Mine was a , & its pity on us if our political veteran wishes Hillary just of gender","Just from a gender perspectives ? No wonder ! We know that our leaders understanding is limited to gender , caste and ... <URL> || <USER> I will be happy Mukunda sir , if you will elaborate the wider prospects in world polity of this election . I know my limitations .",True,44,125,22,1,4.2727272727272725,0,0,0,0,1,0.045454545454545456,0,0,0,0,0,0,0,False,2.0
figlang_twitter,twitter,train,1,"<USER> <USER> And to my amazement , he's a ClimateChangeDenier , as well as a CryptoAustrian . A multi-purpose troll : buy one , get one free ! P . s . warning for you , since you're American as well .",For the international accounts following me : Australia currently has hundreds of climate crisis-induced mega-fires burning across the country . || <USER> <USER> How can fire be caused by political campaign ?,True,30,209,33,5,4.393939393939394,1,0,0,0,2,0.06060606060606061,0,0,0,0,0,0,2,False,2.0
figlang_twitter,twitter,train,1,<USER> <USER> How very intolerant of you not to tolerate Trump supporters .,<USER> <USER> <USER> - The intolerance of the Trump haters is just ridiculous . || <USER> The intolerance of Trump supporters are just ridiculous . They support a man with racist and sexist values . Outdated .,True,31,79,12,1,4.833333333333333,0,0,0,0,2,0.16666666666666666,0,0,0,0,0,0,0,False,2.0
figlang_twitter,twitter,val,1,<USER> Fox News and TMZ . __ stellar reporting there & PS u can take <USER> off your list . She's too busy having baby mama drama,🤔 how has your potus NOT acted presidential in 8 years ? Because comparing that to Putins lover is laughable . <URL> || <USER> Here's a couple examples for you . And in the famous words of your side lately : He's not my POTUS . <URL>,True,39,133,23,2,4.086956521739131,0,0,0,0,4,0.17391304347826086,0,0,0,0,0,0,0,False,2.0
figlang_twitter,twitter,train,1,"<USER> Yes , how dare someone who killed a young man , fled the country and refuse to return to face what she did , be "" helpful "" She KILLED someone at the beginning of their adulthood . A family no longer have a loved one at their Christmas table because of her","The Crown Prosecution Service has charged U . S . diplomat's wife Anne Sacoolas with causing death by dangerous driving in connection with the death of 19 - year-old Harry Dunn || The U . S . State Department says the UK's decision to charge Anne Sacoolas is disappointing , unhelpful and will not bring a resolution closer",True,51,265,48,1,4.208333333333333,0,0,0,0,2,0.041666666666666664,0,0,1,0,0,0,0,False,2.0
figlang_twitter,twitter,train,1,<USER> <USER> but you won't hear about that . Doesn't fit the biased CNN narrative or further their agenda ... as a news org,A protest at Ohio State was interrupted after an anti-Trump protester was tackled while making a speech ... <URL> || <USER> OH Please . The Anti Trump protesters are beating Trump supporters left and right not to mention fires and looting ! !,True,39,128,22,2,4.2272727272727275,0,0,1,1,3,0.13636363636363635,0,0,0,0,0,0,0,False,2.0
figlang_twitter,twitter,train,1,<USER> <USER> Totally stolen valor fakery . * This tweet delivered with,Was drinking at a friend's house last night and saw this up by his bar . I always forget I souvenired it to him a few years back but it's a pleasant surprise . <URL> || <USER> When you get your foreign jump wings in CONUS it's like drinking diet Irish Whiskey . Where are your Thai wings ?,True,54,75,10,1,5.4,0,0,0,0,2,0.2,0,0,0,0,0,0,1,False,2.0
figlang_twitter,twitter,val,1,<USER> <USER> trump has avoided taxes that long because of legislation bill Clinton had passed,BREAKING : Judge orders unsealing of search warrant in Clinton email probe <URL> || <USER> WHILE YOU'RE AT IT .. LOOK INTO WHY TRUMP HASN'T PAID HIS TAXES IN 20 YEARS . ELECTION IS OVER WITH NOW,True,32,98,15,1,5.066666666666666,0,0,0,0,2,0.13333333333333333,0,0,0,0,0,0,0,False,2.0
figlang_twitter,twitter,train,1,<USER> <USER> The tories will be largely responsible for a united ireland should it happen .,"Yet again time to remind people that it is the British border in Ireland . It is not the Irish border . "" United Ireland "" is trending on twitter in the UK right now . || <USER> <USER> I think it ' s inevitable , don ' t you ? || <USER> <USER> Absolutely - have said so since the referendum - the tories will cut ties soon I imagine",True,60,96,15,1,4.8,0,0,0,0,2,0.13333333333333333,0,0,0,0,0,0,0,False,3.0
figlang_twitter,twitter,train,1,"<USER> & these are the people who call us ' libtards ' , ' snowflakes ' , & tell us to run off to our safespaces . .","Can the DearBlackPeople crowd just watch the movie DearWhitePeople . It's not what you think . Zero need to insult a whole race . || <USER> their logics r ' interesting ' . I've never seen so much outrage over a title , cuz I'm sure they didn't watch the 30 sec trailer . || <USER> I'm white AF . I have been discriminated against because of my race but I'm not part of a systematically oppressed group . || <USER> it's 2017 and PoC are still being treated drastically different ... "" But hey , the title of this show is triggering "" 😧",True,87,119,22,2,3.6818181818181817,0,0,0,0,1,0.045454545454545456,0,0,0,0,0,0,0,False,4.0
figlang_twitter,twitter,train,1,"<USER> <USER> <USER> Exactly , it rather difficult to budget when there is less coming in than needs to go out . I expect a "" well get a better job "" or "" work harder . "" After all the only thing stopping anyone from being a millionaire is laziness . Last sentence","If you were born in the 1940s there was a 93 % chance you ' d be better off than your parents . By the 1990s it ' s down to a 50-50 shot and declining fast . The American dream is dying and people sense it . We need to do better for our kids . We must rewrite the rules to work for them . || <USER> id say its a LOT to do with not teaching our children basics in budgeting , living within their means and being content ... theyre constantly being sold on everything || <USER> <USER> thats 1/3 of what I listed , but teaching investment in the future is directly pointing at preparing to be in a better place than your parents , no ? Being a good steward starts with what you have ... || <USER> <USER> Oh sure , some people are frivolous with their money , but this is the 3rd time just today that I've heard someone say that people are poor , bc they don't know how to budget . So maybe I was a little quicker to comment than I may have been otherwise . || <USER> <USER> <USER> Fairly easy to figure out . Wages are same for decades , overhead has tripled , education has tripled & healthcare has tripled . All while Government expanded & taxes / regulations went up . Blame who ever you want , but the bad budgeting take is weak . The math simply does not add up .",True,224,270,46,3,4.282608695652174,0,0,0,0,3,0.06521739130434782,0,0,2,0,0,0,1,False,5.0
figlang_twitter,twitter,val,1,<USER> <USER> <USER> Why is there a random ' e ' in a sentence correcting my spelling ? _,"<USER> <USER> Surely his surname should be spelt with a ' t ' not a ' d ' 🤣 || <USER> <USER> <USER> And it took you 2 days to come up with that ? ? ? Away back to sleep lol || <USER> <USER> <USER> it took me 2 secs not sure why u think it took me 2 days . Oh and you e spelt "" girl "" wrong",True,59,95,17,1,3.7058823529411766,0,1,0,0,3,0.17647058823529413,0,0,0,0,0,0,0,False,3.0
figlang_twitter,twitter,val,1,"<USER> aw you called me a snowflake , a term used for liberals who are crying about everything , which is what you started doing .","Only in America can boycottbudwiser be trending . The people who complain about pressing 1 for English can't even spell America's beer . || <USER> you believe it's America's beer ? It's owned by Belgium . It's crappy beer . Only reason this is trending is nasty liberals || <USER> well if you must know , I think it's crappy beer , too , snowflake",True,54,132,23,1,4.3478260869565215,0,0,0,0,1,0.043478260869565216,0,0,0,0,0,0,0,False,3.0
figlang_twitter,twitter,train,1,"<USER> I haven ' t had many conversations with players about our politics , but I remember being at breakfast at a NORCECA while Trump ( as a candidate ) was screaming about how the rest of the world was laughing at us . Then all the international players in the room started laughing .",""" <USER> is not electable , "" say people who did not say this about Kerry , Gore , and Hillary Clinton . || <USER> If President Trump is electable , I ' d have to think that any adult with a pulse is also electable . ( However I don ' t think Bernie would win ) || <USER> With help of FB & Tw , full of foreign bots & trolls , Trump was electable . That + 20 years of wingnut Fox TV & talk radio . For Dems , it ' s turnout . Young people are energized for Bernie & olders will vote against Trump . Bernie or Liz beats Trump . Except on Ivanka voting machines . || <USER> I HOPE that you ' re right , but I don ' t think you are . || <USER> After 2016 , all predictions are 🤷 🏼 ♂ ️ . As always , it ' ll come down to small # s of votes in swing states . But I think , in this polarized pol climate , there aren ' t many indies & undecideds . It ' s more about who votes or doesn ' t than for whom . Do int ' l bvb players talk politics on tour ?",True,171,288,50,2,4.5,0,0,0,0,2,0.04,0,0,0,0,0,0,0,False,5.0
figlang_twitter,twitter,train,1,"<USER> <USER> <USER> Dang ! You have just discovered my secret , what am i going to do now . 😳 <URL>","Darling , we hit your nerve ? ! Christmas alone sucks but that's karma ! Your husband has his family , you not ! || <USER> She is in Canada with Hazard . It has been confirmed by BP and Scoobie Doo . You said she was denied entry ... || <USER> <USER> <USER> Yes , of course , anyone with any common sense believes Sussexes are in Canada , like said ( & she IS in a position to know that ) . Nice try , though . || <USER> <USER> <USER> Yet it wasnt released on official Buckingham Palace letter head , and nothing else . Just words and a spokeswoman ... looks like gaslighting to me . Nice try though || <USER> <USER> <USER> You think TP1 , DD , & Skippy are reliable sources ? "" Tick Tock Boom ! "" 🤣 🤣 🤣 How much proof on official BP letterhead , or proof of any kind , do you get from them ? Zero . || <USER> <USER> <USER> I love TP and DD . If not true at least it's fun || <USER> <USER> <USER> What is fun about being lied to , made to look like a fool for believing nonsense , then DD insulting & intimidating anyone who doubts or questions the lies ? Looks like TP1 / DD lied about MM being denied entry to Canada : <URL> || <USER> <USER> <USER> I knew it was all lies coming from DD and TP1 ( who is the same person ) . I called them out on it but they sent their minions after me with insults , demands for proof and nasty DM . Well I'm the one saying BOOM now ! "" Darling "" || <USER> <USER> <USER> My fav sugarcoated cupcake again . Still angry and bitter lacking a sex life ? 😂 😂 😂 || <USER> <USER> <USER> JT is in Costa Rica so how does he know if they are in Canada ? and Why would people believe someone who takes ' donations ' from seagrams . His credibility has been shot . || <USER> <USER> <USER> How would the Head of State not know for sure when Royals are in his country ? Seriously ? ! || <USER> <USER> <USER> So when sophie visited the country last month where was her welcome on twitter ? It's got MeAgain writen all over it . <URL> || <USER> <USER> <USER> The more you try , the more you are looking like you are trying to hard , like MeAgain always fighting to cover the truth but why worry if you are correct . <URL> || <USER> <USER> <USER> Again always try for the last word a sign of a narsistic sugar . Keep up the protesting as it makes TP & DD look so much more creditable . Which is what you want right ? || <USER> <USER> <USER> Anybody stanning hard for TP1 / DD probably is TP1 / DD .",True,416,106,18,2,3.7222222222222223,1,0,0,0,4,0.2222222222222222,1,0,0,0,0,0,0,False,15.0
figlang_twitter,twitter,train,1,<USER> <USER> <USER> all bc ppl dont like traffic in their street and parking taken away,How it can be done <USER> when can we look forward to this in Tottenham ? <URL> || <USER> <USER> <USER> Definitely need this in Haringey . Could start with parts of CS1 - Broadwater Rd ? || <USER> <USER> <USER> there was a consultation but shot down by residents of 1 road . 67 % pro though || <USER> <USER> <USER> Shouldn't be allowed to scupper plan like that . Wouldn't happen in Camden .,True,63,94,16,1,4.1875,0,0,0,0,3,0.1875,0,0,0,0,0,0,0,False,4.0
